player_id,name,first_name,second_name,web_name,position,team_id,team_name,team_short,current_price,price_change,selected_by_percent,total_points,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,status,chance_of_playing_this_round,chance_of_playing_next_round,news,news_added,form,transfers_in,transfers_out,transfers_in_event,transfers_out_event,photo_url,photo_code,penalties_taker,corners_taker,freekicks_taker,team_attack_strength,team_defence_strength,team_overall_strength,next_1_gw,next_1_opponent,next_1_difficulty,next_1_venue,next_2_gw,next_2_opponent,next_2_difficulty,next_2_venue,next_3_gw,next_3_opponent,next_3_difficulty,next_3_venue,next_4_gw,next_4_opponent,next_4_difficulty,next_4_venue,next_5_gw,next_5_opponent,next_5_difficulty,next_5_venue,next_6_gw,next_6_opponent,next_6_difficulty,next_6_venue,avg_fixture_difficulty_6gw,total_points_season_1_ago,minutes_season_1_ago,goals_scored_season_1_ago,assists_season_1_ago,clean_sheets_season_1_ago,start_cost_season_1_ago,end_cost_season_1_ago,total_points_season_2_ago,minutes_season_2_ago,goals_scored_season_2_ago,assists_season_2_ago,clean_sheets_season_2_ago,start_cost_season_2_ago,end_cost_season_2_ago,total_points_season_3_ago,minutes_season_3_ago,goals_scored_season_3_ago,assists_season_3_ago,clean_sheets_season_3_ago,start_cost_season_3_ago,end_cost_season_3_ago,goals_scored_per_90,assists_per_90,clean_sheets_per_90,goals_conceded_per_90,own_goals_per_90,penalties_saved_per_90,penalties_missed_per_90,yellow_cards_per_90,red_cards_per_90,saves_per_90,bonus_per_90,minutes_per_game,games_played,total_points_per_90
1,David Raya Martín,David,Raya Martín,Raya,GKP,1,Arsenal,ARS,5.5,0.0,16.6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,9812,6370,9812,6370,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,154561.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,166.0,3420.0,0.0,0.0,12.0,4.5,4.8,135.0,2880.0,0.0,0.0,16.0,5.0,5.3,142.0,3420.0,0.0,0.0,13.0,5.5,5.6,,,,,,,,,,,,,,
2,Kepa Arrizabalaga Revuelta,Kepa,Arrizabalaga Revuelta,Arrizabalaga,GKP,1,Arsenal,ARS,4.5,0.0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,491,753,491,753,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,109745.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,118.0,2565.0,0.0,0.0,9.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,5.0,5.0,106.0,2790.0,0.0,0.0,8.0,4.5,4.6,,,,,,,,,,,,,,
3,Karl Hein,Karl,Hein,Hein,GKP,1,Arsenal,ARS,4.0,0.0,0.6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,422,456,422,456,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,463748.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,0.0,0.0,0.0,0.0,0.0,4.0,3.9,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,,,,,,,,,,,,,,
4,Tommy Setford,Tommy,Setford,Setford,GKP,1,Arsenal,ARS,4.0,0.0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,126,182,126,182,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,551221.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,0.0,0.0,0.0,0.0,0.0,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gabriel dos Santos Magalhães,Gabriel,dos Santos Magalhães,Gabriel,DEF,1,Arsenal,ARS,6.0,0.0,18.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,25152,6331,25152,6331,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,226597.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,146.0,3409.0,3.0,0.0,14.0,5.0,5.2,149.0,3042.0,3.0,1.0,16.0,5.0,5.4,117.0,2363.0,3.0,2.0,10.0,6.0,6.1,,,,,,,,,,,,,,
6,William Saliba,William,Saliba,Saliba,DEF,1,Arsenal,ARS,6.0,0.0,13.8,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,16642,6160,16642,6160,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,462424.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,117.0,2415.0,2.0,1.0,12.0,4.5,4.9,164.0,3420.0,2.0,1.0,18.0,5.0,5.9,130.0,3039.0,2.0,0.0,12.0,6.0,6.4,,,,,,,,,,,,,,
7,Riccardo Calafiori,Riccardo,Calafiori,Calafiori,DEF,1,Arsenal,ARS,5.5,0.0,0.7,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,1185,846,1185,846,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,466075.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,39.0,978.0,2.0,1.0,1.0,6.0,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jurriën Timber,Jurriën,Timber,J.Timber,DEF,1,Arsenal,ARS,5.5,0.0,2.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,2360,1382,2360,1382,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,445122.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,0.0,70.0,0.0,0.0,0.0,5.0,4.6,114.0,2415.0,1.0,3.0,11.0,5.5,5.5,,,,,,,,,,,,,,,,,,,,,
9,Jakub Kiwior,Jakub,Kiwior,Kiwior,DEF,1,Arsenal,ARS,5.5,0.0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,77,129,77,129,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,440854.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,26.0,425.0,1.0,0.0,2.0,4.0,4.0,67.0,942.0,1.0,3.0,6.0,4.5,4.0,43.0,1117.0,1.0,0.0,3.0,5.0,4.9,,,,,,,,,,,,,,
10,Myles Lewis-Skelly,Myles,Lewis-Skelly,Lewis-Skelly,DEF,1,Arsenal,ARS,5.5,0.0,4.4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,5092,2971,5092,2971,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,499169.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,0.0,0.0,0.0,0.0,0.0,4.5,4.5,37.0,1362.0,1.0,0.0,5.0,4.5,4.5,,,,,,,,,,,,,,,,,,,,,
11,Benjamin White,Benjamin,White,White,DEF,1,Arsenal,ARS,5.5,0.0,0.8,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,715,578,715,578,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,198869.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,156.0,3054.0,2.0,5.0,15.0,4.5,5.0,182.0,2987.0,4.0,5.0,18.0,5.5,6.1,50.0,1195.0,0.0,2.0,5.0,6.5,6.2,,,,,,,,,,,,,,
12,Oleksandr Zinchenko,Oleksandr,Zinchenko,Zinchenko,DEF,1,Arsenal,ARS,5.0,0.0,0.4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,807,540,807,540,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,206325.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,99.0,2122.0,1.0,2.0,10.0,5.0,5.0,104.0,1717.0,1.0,2.0,9.0,5.0,5.0,40.0,518.0,0.0,1.0,4.0,5.0,4.8,,,,,,,,,,,,,,
13,Brayden Clarke,Brayden,Clarke,Clarke,DEF,1,Arsenal,ARS,4.0,0.0,0.6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,848,620,848,620,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,563324.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,0.0,0.0,0.0,0.0,0.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Maldini Kacurri,Maldini,Kacurri,Kacurri,DEF,1,Arsenal,ARS,4.0,0.0,0.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,181,241,181,241,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,588793.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,0.0,0.0,0.0,0.0,0.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Josh Nichols,Josh,Nichols,Nichols,DEF,1,Arsenal,ARS,4.0,0.0,0.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,179,233,179,233,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,499167.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,0.0,0.0,0.0,0.0,0.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Bukayo Saka,Bukayo,Saka,Saka,MID,1,Arsenal,ARS,10.0,0.0,17.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,8351,4262,8351,4262,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,223340.jpg,True,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,202.0,3183.0,14.0,12.0,12.0,8.0,8.0,226.0,2922.0,16.0,12.0,16.0,8.5,8.8,127.0,1724.0,6.0,11.0,7.0,10.0,10.4,,,,,,,,,,,,,,
17,Martin Ødegaard,Martin,Ødegaard,Ødegaard,MID,1,Arsenal,ARS,8.0,0.0,3.4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,3059,3164,3059,3164,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,184029.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,212.0,3132.0,15.0,8.0,13.0,6.5,6.9,186.0,3098.0,8.0,11.0,19.0,8.5,8.6,116.0,2321.0,3.0,9.0,11.0,8.5,8.2,,,,,,,,,,,,,,
18,Noni Madueke,Noni,Madueke,Madueke,MID,1,Arsenal,ARS,7.0,0.0,1.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,819,1551,819,1551,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,248857.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,26.0,639.0,1.0,0.0,0.0,5.5,5.4,76.0,1044.0,5.0,3.0,4.0,5.5,5.3,120.0,2028.0,7.0,5.0,6.0,6.5,6.0,,,,,,,,,,,,,,
19,Gabriel Martinelli Silva,Gabriel,Martinelli Silva,Martinelli,MID,1,Arsenal,ARS,7.0,0.0,1.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,1119,1560,1119,1560,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,444145.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,198.0,2789.0,15.0,9.0,14.0,6.0,6.5,118.0,2010.0,6.0,5.0,10.0,8.0,7.5,125.0,2284.0,8.0,4.0,10.0,7.0,6.5,,,,,,,,,,,,,,
20,Leandro Trossard,Leandro,Trossard,Trossard,MID,1,Arsenal,ARS,7.0,0.0,0.4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,d,75.0,75.0,Groin Injury - 75% chance of playing,2025-08-10T18:00:05.270079Z,0.0,46,1222,46,1222,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,116216.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,154.0,2237.0,8.0,13.0,8.0,6.5,6.6,138.0,1633.0,12.0,2.0,12.0,7.0,6.6,152.0,2546.0,8.0,8.0,11.0,7.0,6.7,,,,,,,,,,,,,,
21,Declan Rice,Declan,Rice,Rice,MID,1,Arsenal,ARS,6.5,0.0,7.8,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,5603,6109,5603,6109,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,204480.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,116.0,3272.0,4.0,3.0,9.0,5.0,4.7,165.0,3225.0,7.0,9.0,17.0,5.5,5.5,127.0,2823.0,4.0,7.0,11.0,6.5,6.3,,,,,,,,,,,,,,
22,Mikel Merino Zazón,Mikel,Merino Zazón,Merino,MID,1,Arsenal,ARS,6.0,0.0,0.7,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,945,1170,945,1170,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,195384.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,49.0,1337.0,1.0,1.0,3.0,5.0,4.9,0.0,0.0,0.0,0.0,0.0,5.0,5.0,92.0,1575.0,7.0,2.0,4.0,6.0,6.0,,,,,,,,,,,,,,
23,Fábio Ferreira Vieira,Fábio,Ferreira Vieira,Fábio Vieira,MID,1,Arsenal,ARS,5.5,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,92,112,92,112,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,438098.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,40.0,500.0,1.0,2.0,2.0,6.0,5.6,24.0,290.0,1.0,3.0,1.0,5.5,5.4,0.0,0.0,0.0,0.0,0.0,5.5,5.4,,,,,,,,,,,,,,
24,Christian Nørgaard,Christian,Nørgaard,Nørgaard,MID,1,Arsenal,ARS,5.5,0.0,0.7,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,361,704,361,704,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,128295.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,71.0,1763.0,1.0,6.0,6.0,5.5,5.3,74.0,2504.0,2.0,1.0,6.0,5.5,5.2,107.0,2820.0,5.0,5.0,6.0,5.0,4.8,,,,,,,,,,,,,,
25,Ethan Nwaneri,Ethan,Nwaneri,Nwaneri,MID,1,Arsenal,ARS,5.5,0.0,0.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,428,635,428,635,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,499175.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,1.0,1.0,0.0,0.0,0.0,4.5,4.5,1.0,13.0,0.0,0.0,0.0,4.5,4.5,66.0,882.0,4.0,2.0,4.0,4.5,4.3,,,,,,,,,,,,,,
26,Martín Zubimendi Ibáñez,Martín,Zubimendi Ibáñez,Zubimendi,MID,1,Arsenal,ARS,5.5,0.0,2.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,2588,2364,2588,2364,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,481655.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Reiss Nelson,Reiss,Nelson,Nelson,MID,1,Arsenal,ARS,5.0,0.0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,305,336,305,336,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,200641.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,42.0,202.0,3.0,3.0,1.0,5.0,4.7,16.0,256.0,0.0,0.0,1.0,5.0,4.8,27.0,483.0,1.0,1.0,1.0,5.0,5.0,,,,,,,,,,,,,,
28,Ismeal Kabia,Ismeal,Kabia,Kabia,MID,1,Arsenal,ARS,4.5,0.0,0.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,476,498,476,498,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,588796.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,0.0,0.0,0.0,0.0,0.0,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Albert Sambi Lokonga,Albert,Sambi Lokonga,Sambi,MID,1,Arsenal,ARS,4.5,0.0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,213,243,213,243,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,437742.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,32.0,1129.0,0.0,0.0,7.0,5.0,4.8,23.0,728.0,0.0,0.0,2.0,4.5,4.3,47.0,1304.0,1.0,3.0,2.0,5.0,4.9,,,,,,,,,,,,,,
30,Kai Havertz,Kai,Havertz,Havertz,FWD,1,Arsenal,ARS,7.5,0.0,1.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,1806,1788,1806,1788,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,219847.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,102.0,2565.0,7.0,1.0,9.0,8.0,7.4,180.0,2627.0,13.0,10.0,16.0,7.5,7.6,97.0,1872.0,9.0,3.0,7.0,8.0,7.7,,,,,,,,,,,,,,
31,Gabriel Fernando de Jesus,Gabriel,Fernando de Jesus,G.Jesus,FWD,1,Arsenal,ARS,6.5,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,i,0.0,0.0,Knee injury - Unknown return date,2025-07-21T10:00:04.697564Z,0.0,68,185,68,185,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,205651.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,125.0,2064.0,11.0,7.0,9.0,8.0,8.1,85.0,1470.0,4.0,7.0,11.0,8.0,7.7,42.0,600.0,3.0,2.0,2.0,7.0,6.5,,,,,,,,,,,,,,
662,Cristhian Mosquera,Cristhian,Mosquera,Mosquera,DEF,1,Arsenal,ARS,5.5,0.0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,89,144,89,144,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,500040.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Viktor Gyökeres,Viktor,Gyökeres,Gyökeres,FWD,1,Arsenal,ARS,9.0,0.0,26.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,29885,10181,29885,10181,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,224117.jpg,False,False,False,2700,2590,2645,1,14,3,A,2,11,2,H,3,12,5,A,4,16,3,H,5,13,4,H,6,15,4,A,3.5,0.0,0.0,0.0,0.0,0.0,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Emiliano Martínez Romero,Emiliano,Martínez Romero,Martinez,GKP,2,Aston Villa,AVL,5.0,0.0,0.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,s,0.0,0.0,Suspended until 23 Aug,2025-07-21T10:00:04.758838Z,0.0,446,1088,446,1088,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,98980.jpg,False,False,False,2310,2440,2375,1,15,3,H,2,5,3,A,3,8,3,H,4,9,3,A,5,17,2,A,6,10,3,H,2.8333333333333335,135.0,3139.0,0.0,0.0,11.0,5.0,5.0,115.0,3015.0,0.0,0.0,8.0,5.0,5.2,111.0,3195.0,0.0,0.0,8.0,5.0,5.0,,,,,,,,,,,,,,
33,Marco Bizot,Marco,Bizot,M.Bizot,GKP,2,Aston Villa,AVL,4.5,0.0,0.4,7,7.0,90,0,0,1,0,0,0,0,0,0,3,0,29,0.0,0.0,0.0,0.0,a,,,,,7.0,1406,476,1406,476,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,72147.jpg,False,False,False,2310,2440,2375,1,15,3,H,2,5,3,A,3,8,3,H,4,9,3,A,5,17,2,A,6,10,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,90.0,1.0,7.0
34,Joe Gauci,Joe,Gauci,Gauci,GKP,2,Aston Villa,AVL,4.0,0.0,0.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,0.0,0.0,Has joined Port Vale on loan for the rest of the season.,2025-08-12T07:40:37.843391Z,0.0,0,964,0,964,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,462492.jpg,False,False,False,2310,2440,2375,1,15,3,H,2,5,3,A,3,8,3,H,4,9,3,A,5,17,2,A,6,10,3,H,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,4.0,3.9,0.0,0.0,0.0,0.0,0.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,
35,Filip Marschall,Filip,Marschall,Marschall,GKP,2,Aston Villa,AVL,4.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,0.0,0.0,Has joined Stevenage permanently.,2025-07-30T14:08:21.698398Z,0.0,0,79,0,79,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,462381.jpg,False,False,False,2310,2440,2375,1,15,3,H,2,5,3,A,3,8,3,H,4,9,3,A,5,17,2,A,6,10,3,H,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,,,,,,,,,,,,,,
36,Matty Cash,Matty,Cash,Cash,DEF,2,Aston Villa,AVL,4.5,0.0,2.1,8,8.0,90,0,0,1,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,a,,,,,8.0,8754,910,8754,910,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,199796.jpg,False,False,False,2310,2440,2375,1,15,3,H,2,5,3,A,3,8,3,H,4,9,3,A,5,17,2,A,6,10,3,H,2.8333333333333335,57.0,1817.0,0.0,2.0,4.0,5.0,4.6,64.0,2138.0,2.0,2.0,3.0,4.5,4.5,76.0,2069.0,1.0,1.0,7.0,4.5,4.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1.0,8.0
