player_id,name,first_name,second_name,web_name,position,team_id,team_name,team_short,current_price,price_change,selected_by_percent,total_points,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,status,chance_of_playing_this_round,chance_of_playing_next_round,news,news_added,form,transfers_in,transfers_out,transfers_in_event,transfers_out_event,photo_url,photo_code,penalties_taker,corners_taker,freekicks_taker,team_attack_strength,team_defence_strength,team_overall_strength,next_1_gw,next_1_opponent,next_1_difficulty,next_1_venue,next_2_gw,next_2_opponent,next_2_difficulty,next_2_venue,next_3_gw,next_3_opponent,next_3_difficulty,next_3_venue,next_4_gw,next_4_opponent,next_4_difficulty,next_4_venue,next_5_gw,next_5_opponent,next_5_difficulty,next_5_venue,next_6_gw,next_6_opponent,next_6_difficulty,next_6_venue,avg_fixture_difficulty_6gw,total_points_season_1_ago,minutes_season_1_ago,goals_scored_season_1_ago,assists_season_1_ago,clean_sheets_season_1_ago,start_cost_season_1_ago,end_cost_season_1_ago,total_points_season_2_ago,minutes_season_2_ago,goals_scored_season_2_ago,assists_season_2_ago,clean_sheets_season_2_ago,start_cost_season_2_ago,end_cost_season_2_ago,total_points_season_3_ago,minutes_season_3_ago,goals_scored_season_3_ago,assists_season_3_ago,clean_sheets_season_3_ago,start_cost_season_3_ago,end_cost_season_3_ago,goals_scored_per_90,assists_per_90,clean_sheets_per_90,goals_conceded_per_90,own_goals_per_90,penalties_saved_per_90,penalties_missed_per_90,yellow_cards_per_90,red_cards_per_90,saves_per_90,bonus_per_90,minutes_per_game,games_played,total_points_per_90
95,Zain Silcott-Duberry,Zain,Silcott-Duberry,Silcott-Duberry,MID,4,Bournemouth,BOU,4.5,0.0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,42,90,42,90,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,530121.jpg,False,False,False,2260,2400,2330,2,20,2,H,3,18,3,A,4,6,3,H,5,15,3,H,6,11,2,A,7,10,3,H,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Ben Winterburn,Ben,Winterburn,Winterburn,MID,4,Bournemouth,BOU,4.5,0.0,0.1,1,1.0,6,0,0,0,2,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,a,,,,,1.0,146,95,146,95,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,606775.jpg,False,False,False,2260,2400,2330,2,20,2,H,3,18,3,A,4,6,3,H,5,15,3,H,6,11,2,A,7,10,3,H,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Francisco Evanilson de Lima Barbosa,Francisco Evanilson,de Lima Barbosa,Evanilson,FWD,4,Bournemouth,BOU,7.0,0.0,2.0,1,1.0,90,0,0,0,4,0,0,0,1,0,0,0,-1,0.0,0.7,17.0,1.6,a,,,,,1.0,3271,3068,3271,3068,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,444102.jpg,True,False,False,2260,2400,2330,2,20,2,H,3,18,3,A,4,6,3,H,5,15,3,H,6,11,2,A,7,10,3,H,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Enes Ünal,Enes,Ünal,Enes Ünal,FWD,4,Bournemouth,BOU,5.5,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,i,0.0,0.0,Knee injury - Unknown return date,2025-07-21T10:00:04.802496Z,0.0,22,55,22,55,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,168636.jpg,False,False,False,2260,2400,2330,2,20,2,H,3,18,3,A,4,6,3,H,5,15,3,H,6,11,2,A,7,10,3,H,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Daniel Adu-Adjei,Daniel,Adu-Adjei,Adu-Adjei,FWD,4,Bournemouth,BOU,4.5,0.0,0.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,343,597,343,597,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,590760.jpg,False,False,False,2260,2400,2330,2,20,2,H,3,18,3,A,4,6,3,H,5,15,3,H,6,11,2,A,7,10,3,H,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Eli Junior Kroupi,Eli Junior,Kroupi,Kroupi.Jr,FWD,4,Bournemouth,BOU,4.5,0.0,0.9,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,a,,,,,1.0,996,855,996,855,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,560262.jpg,False,False,False,2260,2400,2330,2,20,2,H,3,18,3,A,4,6,3,H,5,15,3,H,6,11,2,A,7,10,3,H,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Bafodé Diakité,Bafodé,Diakité,Diakité,DEF,4,Bournemouth,BOU,4.5,0.0,0.1,0,0.0,90,0,0,0,4,0,0,0,0,0,0,0,2,14.8,0.2,0.0,1.5,a,,,,,0.0,650,136,650,136,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,242882.jpg,False,False,False,2260,2400,2330,2,20,2,H,3,18,3,A,4,6,3,H,5,15,3,H,6,11,2,A,7,10,3,H,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Remy Rees-Dottin,Remy,Rees-Dottin,Rees-Dottin,MID,4,Bournemouth,BOU,4.5,0.0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,1036,125,1036,125,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,606774.jpg,False,False,False,2260,2400,2330,2,20,2,H,3,18,3,A,4,6,3,H,5,15,3,H,6,11,2,A,7,10,3,H,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Caoimhín Kelleher,Caoimhín,Kelleher,Kelleher,GKP,5,Brentford,BRE,4.5,0.0,11.4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,d,75.0,75.0,Knock - 75% chance of playing,2025-08-09T14:00:04.798673Z,0.0,2415,6761,2415,6761,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,200720.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Ellery Balcombe,Ellery,Balcombe,Balcombe,GKP,5,Brentford,BRE,4.0,0.0,0.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,294,110,294,110,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,235448.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Matthew Cox,Matthew,Cox,Cox,GKP,5,Brentford,BRE,4.0,0.0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,69,79,69,79,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,503300.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Julian Eyestone,Julian,Eyestone,Eyestone,GKP,5,Brentford,BRE,4.0,0.0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,23,39,23,39,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,535017.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Hákon Rafn Valdimarsson,Hákon Rafn,Valdimarsson,Valdimarsson,GKP,5,Brentford,BRE,4.0,0.0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,239,230,239,230,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,507433.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Nathan Collins,Nathan,Collins,Collins,DEF,5,Brentford,BRE,5.0,0.0,1.8,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,765,615,765,615,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,432830.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Keane Lewis-Potter,Keane,Lewis-Potter,Lewis-Potter,DEF,5,Brentford,BRE,5.0,0.0,0.4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,301,206,301,206,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,249231.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Kristoffer Ajer,Kristoffer,Ajer,Ajer,DEF,5,Brentford,BRE,4.5,0.0,0.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,96,97,96,97,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,191866.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Rico Henry,Rico,Henry,Henry,DEF,5,Brentford,BRE,4.5,0.0,0.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,82,89,82,89,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,194010.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Michael Kayode,Michael,Kayode,Kayode,DEF,5,Brentford,BRE,4.5,0.0,0.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,155,87,155,87,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,607464.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Ethan Pinnock,Ethan,Pinnock,Pinnock,DEF,5,Brentford,BRE,4.5,0.0,0.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,141,90,141,90,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,231065.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Mads Roerslev Rasmussen,Mads,Roerslev Rasmussen,Roerslev,DEF,5,Brentford,BRE,4.5,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,17,35,17,35,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,226956.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Sepp van den Berg,Sepp,van den Berg,Van den Berg,DEF,5,Brentford,BRE,4.5,0.0,0.4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,247,230,247,230,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,444765.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Benjamin Arthur,Benjamin,Arthur,Arthur,DEF,5,Brentford,BRE,4.0,0.0,0.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,201,176,201,176,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,622536.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Benjamin Fredrick,Benjamin,Fredrick,Fredrick,DEF,5,Brentford,BRE,4.0,0.0,0.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,86,119,86,119,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,612534.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Aaron Hickey,Aaron,Hickey,Hickey,DEF,5,Brentford,BRE,4.0,0.0,0.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,226,192,226,192,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,472713.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Kim Ji-soo,Kim,Ji-soo,Ji-soo,DEF,5,Brentford,BRE,4.0,0.0,0.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,53,130,53,130,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,570241.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Jayden Meghoma,Jayden,Meghoma,Meghoma,DEF,5,Brentford,BRE,4.0,0.0,0.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,44,113,44,113,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,499717.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Kevin Schade,Kevin,Schade,Schade,MID,5,Brentford,BRE,7.0,0.0,0.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,d,75.0,75.0,Knock - 75% chance of playing,2025-08-09T14:00:04.851048Z,0.0,51,590,51,590,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,513418.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Mikkel Damsgaard,Mikkel,Damsgaard,Damsgaard,MID,5,Brentford,BRE,6.0,0.0,1.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,283,828,283,828,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,440089.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Antoni Milambo,Antoni,Milambo,Milambo,MID,5,Brentford,BRE,5.5,0.0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,56,70,56,70,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,543295.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Fábio Freitas Gouveia Carvalho,Fábio,Freitas Gouveia Carvalho,Carvalho,MID,5,Brentford,BRE,5.0,0.0,0.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,247,290,247,290,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,244858.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Jordan Henderson,Jordan,Henderson,Henderson,MID,5,Brentford,BRE,5.0,0.0,0.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,322,404,322,404,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,56979.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Vitaly Janelt,Vitaly,Janelt,Janelt,MID,5,Brentford,BRE,5.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,i,0.0,0.0,Heel Injury - Unknown return date,2025-08-09T14:00:04.867824Z,0.0,7,117,7,117,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,204580.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Mathias Jensen,Mathias,Jensen,Jensen,MID,5,Brentford,BRE,5.0,0.0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,32,73,32,73,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,207283.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Gustavo Nunes Fernandes Gomes,Gustavo,Nunes Fernandes Gomes,Nunes,MID,5,Brentford,BRE,5.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,i,0.0,0.0,Hamstring injury - Unknown return date,2025-08-09T14:00:04.884092Z,0.0,9,68,9,68,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,626464.jpg,True,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Frank Onyeka,Frank,Onyeka,Onyeka,MID,5,Brentford,BRE,5.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,24,69,24,69,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,428580.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Yehor Yarmoliuk,Yehor,Yarmoliuk,Yarmoliuk,MID,5,Brentford,BRE,5.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,11,70,11,70,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,508395.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Romelle Donovan,Romelle,Donovan,Donovan,MID,5,Brentford,BRE,4.5,0.0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,115,116,115,116,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,606689.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Yunus Emre Konak,Yunus Emre,Konak,Konak,MID,5,Brentford,BRE,4.5,0.0,0.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,61,113,61,113,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,628204.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Paris Maghoma,Paris,Maghoma,Maghoma,MID,5,Brentford,BRE,4.5,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,i,0.0,0.0,Unknown - Unknown return date,2025-08-14T16:00:05.924672Z,0.0,5,147,5,147,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,220695.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Myles Peart-Harris,Myles,Peart-Harris,Peart-Harris,MID,5,Brentford,BRE,4.5,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,47,60,47,60,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,450539.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Ryan Trevitt,Ryan,Trevitt,Trevitt,MID,5,Brentford,BRE,4.5,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,0.0,0.0,Has joined Wigan on loan for the rest of the season,2025-08-11T01:07:54.335986Z,0.0,0,63,0,63,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,591357.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Yoane Wissa,Yoane,Wissa,Wissa,FWD,5,Brentford,BRE,7.5,0.0,2.6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,n,0.0,0.0,Won’t be considered for selection against Nottingham Forest on 17/8. - Unknown return date,2025-08-14T16:00:05.941925Z,0.0,629,11761,629,11761,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,216646.jpg,True,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Igor Thiago Nascimento Rodrigues,Igor Thiago,Nascimento Rodrigues,Thiago,FWD,5,Brentford,BRE,6.0,0.0,0.9,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,608,778,608,778,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,502500.jpg,False,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Iwan Morgan,Iwan,Morgan,Morgan,FWD,5,Brentford,BRE,4.5,0.0,0.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,0.0,432,556,432,556,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,533710.jpg,True,False,False,2160,2450,2305,1,16,3,A,2,2,3,H,3,17,2,A,4,7,3,H,5,10,3,A,6,14,3,H,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
